Incident_ID,Date,State,City,Region,Attack_Type,Target_System,Industry,Severity,Affected_Users,Data_Compromised_GB,Financial_Loss_INR,Response_Time_Minutes,Attack_Source,Outcome,Mitigation_Method,CERT_Status,Risk_Score,DateParsed,Severity_Score,Risk_Band,SLA_Threshold_Min,SLA_Met,Country,State_Incident_Count,State_Avg_Risk,State_Avg_Response,State_HighCritical_Pct,Hotspot_Cluster,Hotspot_Cluster_Name
INC000105,26-07-2024,Karnataka,Bengaluru,South,SQL Injection,Email Server,Retail,Medium,3844,249.04,302556,60,Internal,Blocked,Patch Management,Closed,56,26-07-2024,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC000106,22-10-2023,Uttar Pradesh,Lucknow,North,DDoS,Cloud Server,Banking,High,2313,89.82,3883381,154,External,Under Investigation,Firewall Rules,Closed,73,22-10-2023,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC000107,26-04-2020,Tamil Nadu,Chennai,South,Malware,Network,Education,Medium,1160,132.9,417896,84,External,Mitigated,EDR Isolation,Escalated,40,26-04-2020,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC000108,15-10-2024,Maharashtra,Mumbai,West,Malware,Database,Manufacturing,Medium,2848,196.33,100614,36,Internal,Blocked,EDR Isolation,Escalated,44,15-10-2024,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000109,23-12-2022,Karnataka,Bengaluru,South,Malware,API,Manufacturing,Medium,968,138.99,618481,74,External,Blocked,EDR Isolation,Open,42,23-12-2022,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC000110,28-01-2025,West Bengal,Kolkata,East,Zero-Day Exploit,API,Manufacturing,Critical,2029,124.79,5980704,165,Internal,Under Investigation,Emergency Patch,Closed,98,28-01-2025,90,Critical,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000111,21-05-2025,Tamil Nadu,Chennai,South,Zero-Day Exploit,Database,Education,Critical,243,5.63,11290750,458,Internal,Successful,Emergency Patch,Open,95,21-05-2025,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC000112,07-04-2023,Tamil Nadu,New Delhi,South,Zero-Day Exploit,Email Server,Government,Critical,3009,85.66,8579618,607,Internal,Under Investigation,Emergency Patch,Closed,82,07-04-2023,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC000113,04-06-2022,Telangana,Warangal,South,Insider Threat,Network,Telecom,High,4158,86.53,2228440,180,Internal,Under Investigation,Access Revocation,Open,70,04-06-2022,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC000114,25-05-2024,Telangana,Hyderabad,South,Data Breach,Cloud Server,Retail,Critical,4477,143.72,14839018,565,External,Successful,Encryption,Open,85,25-05-2024,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC000115,16-06-2023,Maharashtra,Mumbai,West,DDoS,API,Government,High,1750,10.35,4212770,105,External,Under Investigation,Firewall Rules,Escalated,80,16-06-2023,70,Critical,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000116,25-01-2022,Gujarat,Ahmedabad,West,Phishing,Email Server,Telecom,Medium,2484,46.6,205493,88,Internal,Blocked,MFA,Open,60,25-01-2022,50,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000117,05-03-2024,Tamil Nadu,Coimbatore,South,Phishing,Network,Retail,Medium,918,17.27,647519,32,External,Blocked,Password Reset,Closed,54,05-03-2024,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC000118,07-07-2023,Uttar Pradesh,Lucknow,North,Malware,Cloud Server,Banking,Medium,86,171.1,595130,43,Internal,Successful,Emergency Patch,Open,64,07-07-2023,50,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC000119,07-12-2022,West Bengal,Kolkata,East,SQL Injection,Web App,Education,High,1196,182.57,2155304,235,Internal,Successful,Patch Management,Escalated,61,07-12-2022,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000120,24-01-2020,Delhi,New Delhi,North,Zero-Day Exploit,Web App,Government,Critical,3196,78.11,5883503,607,Internal,Successful,Emergency Patch,Escalated,89,24-01-2020,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC000121,06-02-2025,Maharashtra,New Delhi,West,Data Breach,Email Server,IT,Critical,3433,119.5,16356153,325,External,Successful,Encryption,Escalated,96,06-02-2025,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000122,29-08-2024,Telangana,Hyderabad,South,Insider Threat,Cloud Server,Telecom,High,4799,107.43,3730270,175,Internal,Successful,Access Revocation,Closed,80,29-08-2024,70,Critical,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC000123,22-06-2021,Gujarat,Surat,West,DDoS,Cloud Server,IT,High,4815,230.19,3888006,90,Internal,Under Investigation,Firewall Rules,Open,70,22-06-2021,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000124,30-12-2022,Uttar Pradesh,Lucknow,North,SQL Injection,Network,Manufacturing,High,3137,50.51,3871584,217,Internal,Under Investigation,Patch Management,Escalated,78,30-12-2022,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC000125,06-09-2024,Maharashtra,Pune,West,Ransomware,Cloud Server,Government,Critical,4402,201.74,9273738,540,Internal,Successful,Backup Recovery,Closed,87,06-09-2024,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000126,22-01-2021,Delhi,New Delhi,North,Insider Threat,Database,Government,High,1490,201.56,3123026,240,External,Successful,Access Revocation,Escalated,76,22-01-2021,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC000127,05-06-2022,Delhi,New Delhi,North,Ransomware,Email Server,Manufacturing,Critical,679,39.46,5748171,712,Internal,Under Investigation,Backup Recovery,Closed,88,05-06-2022,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC000128,16-04-2023,Tamil Nadu,Chennai,South,Phishing,Email Server,Telecom,Low,3499,24.73,31823,23,External,Mitigated,Password Reset,Closed,11,16-04-2023,25,Low,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC000129,14-04-2020,West Bengal,Kolkata,East,Data Breach,Network,Education,High,3764,121.97,2586295,111,Internal,Successful,Encryption,Open,66,14-04-2020,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000130,05-12-2025,Gujarat,Surat,West,Malware,Database,Manufacturing,Medium,918,93.04,691897,44,Internal,Blocked,EDR Isolation,Open,46,05-12-2025,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000131,09-10-2024,Maharashtra,Mumbai,West,Insider Threat,Email Server,Manufacturing,High,466,25.71,4786427,231,External,Successful,Access Revocation,Open,62,09-10-2024,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000132,06-10-2021,Gujarat,Surat,West,Insider Threat,Web App,Education,High,3952,95.22,2974366,172,External,Under Investigation,Access Revocation,Open,64,06-10-2021,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000133,17-11-2020,Kerala,Kochi,South,Phishing,Web App,Education,Medium,1154,194.69,304582,81,Internal,Blocked,MFA,Open,58,17-11-2020,50,Medium,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC000134,24-08-2020,Delhi,New Delhi,North,Zero-Day Exploit,Database,Education,Critical,1825,184.15,18808670,359,Internal,Under Investigation,Emergency Patch,Escalated,91,24-08-2020,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC000135,14-11-2020,West Bengal,Kolkata,East,Zero-Day Exploit,Email Server,Telecom,Critical,2750,201.13,12017290,450,External,Successful,Emergency Patch,Open,89,14-11-2020,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000136,20-02-2023,Telangana,Warangal,South,Zero-Day Exploit,Email Server,Government,Critical,2121,188.84,13614390,269,External,Successful,Emergency Patch,Closed,85,20-02-2023,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC000137,27-04-2020,Andhra Pradesh,Vijayawada,South,DDoS,Database,Banking,High,3631,201.85,2213952,196,External,Successful,Firewall Rules,Closed,73,27-04-2020,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC000138,23-03-2021,Maharashtra,Pune,West,Insider Threat,Cloud Server,IT,High,1141,210.92,2825569,100,Internal,Under Investigation,Access Revocation,Open,72,23-03-2021,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000139,07-10-2020,Delhi,New Delhi,North,Malware,Network,Telecom,Medium,1667,3,387193,41,External,Blocked,EDR Isolation,Escalated,60,07-10-2020,50,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC000140,02-07-2025,Uttar Pradesh,Noida,North,Data Breach,Database,Telecom,Critical,2044,46.92,6515486,247,External,Under Investigation,Encryption,Open,96,02-07-2025,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC000141,09-04-2020,Gujarat,Surat,West,Phishing,API,Healthcare,Medium,2639,194.89,567421,63,External,Blocked,Password Reset,Closed,52,09-04-2020,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000142,02-12-2020,West Bengal,Kolkata,East,Zero-Day Exploit,Web App,Healthcare,Critical,1504,42.39,5430199,511,External,Successful,Emergency Patch,Escalated,97,02-12-2020,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000143,19-06-2021,Uttar Pradesh,Lucknow,North,Phishing,Cloud Server,Manufacturing,Low,4293,59.97,96615,28,External,Blocked,Password Reset,Closed,13,19-06-2021,25,Low,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC000144,14-04-2023,West Bengal,Siliguri,East,SQL Injection,Web App,Government,Medium,1005,101.71,229027,59,Internal,Mitigated,Patch Management,Open,44,14-04-2023,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000145,22-11-2023,Maharashtra,Pune,West,Zero-Day Exploit,Network,Banking,Critical,918,242.64,18858213,249,Internal,Under Investigation,Emergency Patch,Closed,86,22-11-2023,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000146,27-07-2024,Telangana,Warangal,South,Data Breach,Network,Banking,Critical,2671,129.58,18495231,707,External,Under Investigation,Encryption,Closed,99,27-07-2024,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC000147,26-02-2021,Gujarat,Surat,West,Phishing,Database,Banking,Medium,1857,35.28,656583,41,External,Blocked,MFA,Escalated,39,26-02-2021,50,Low,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000148,07-10-2023,Maharashtra,Mumbai,West,Phishing,Network,Government,Low,2062,30.86,86386,13,Internal,Mitigated,MFA,Open,30,07-10-2023,25,Low,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000149,05-03-2020,Andhra Pradesh,Vijayawada,South,Insider Threat,Web App,Manufacturing,High,4845,133.69,2457746,132,Internal,Successful,Access Revocation,Open,70,05-03-2020,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC000150,16-02-2024,Tamil Nadu,Chennai,South,Insider Threat,API,Telecom,High,3730,158.51,2209248,160,Internal,Successful,Access Revocation,Open,79,16-02-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC000151,18-08-2022,Tamil Nadu,Coimbatore,South,Data Breach,Web App,Healthcare,Critical,2743,55.78,10095262,553,External,Under Investigation,Encryption,Open,98,18-08-2022,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC000152,06-05-2021,Kerala,Thiruvananthapuram,South,SQL Injection,Database,Telecom,Medium,476,193.15,683694,50,Internal,Mitigated,Patch Management,Escalated,46,06-05-2021,50,Medium,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC000153,26-12-2021,West Bengal,Kolkata,East,Zero-Day Exploit,Network,Healthcare,Critical,1275,104.48,11507668,667,External,Under Investigation,Emergency Patch,Escalated,97,26-12-2021,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000154,18-11-2024,Karnataka,Bengaluru,South,Insider Threat,Web App,Retail,High,4515,146.67,2126937,122,External,Under Investigation,Access Revocation,Escalated,76,18-11-2024,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC000155,12-08-2021,Maharashtra,Pune,South,Insider Threat,Email Server,Education,High,3210,131.77,4572228,205,External,Under Investigation,Access Revocation,Open,73,12-08-2021,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000156,02-07-2024,Uttar Pradesh,Lucknow,North,Zero-Day Exploit,Cloud Server,Retail,Critical,4774,58.37,10033547,334,External,Under Investigation,Emergency Patch,Escalated,95,02-07-2024,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC000157,04-07-2020,West Bengal,Siliguri,East,Data Breach,Network,Manufacturing,High,2466,230.12,4738190,92,External,Successful,Encryption,Escalated,74,04-07-2020,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000158,16-07-2022,West Bengal,Kolkata,East,Ransomware,API,Government,Critical,4312,57.7,11001413,260,External,Under Investigation,Backup Recovery,Escalated,95,16-07-2022,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000159,20-04-2024,Telangana,Warangal,South,SQL Injection,API,Government,Medium,1408,91,610356,55,External,Mitigated,Patch Management,Closed,49,20-04-2024,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC000160,16-07-2023,Tamil Nadu,Chennai,South,Malware,Network,Telecom,Medium,4201,52.34,460034,82,Internal,Successful,EDR Isolation,Open,58,16-07-2023,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC000161,17-11-2023,Maharashtra,Pune,West,Malware,Web App,Banking,Medium,2522,177.8,761986,70,Internal,Blocked,EDR Isolation,Closed,54,17-11-2023,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000162,19-11-2024,West Bengal,Kolkata,East,Phishing,Network,Healthcare,Low,3377,150.63,27963,20,Internal,Mitigated,Password Reset,Escalated,16,19-11-2024,25,Low,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000163,08-12-2024,Uttar Pradesh,Noida,North,Malware,Network,Retail,Medium,518,162.7,179829,40,External,Mitigated,EDR Isolation,Escalated,39,08-12-2024,50,Low,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC000164,15-12-2021,Karnataka,Bengaluru,South,Insider Threat,Cloud Server,Retail,High,170,14.14,2118244,115,External,Successful,Access Revocation,Closed,62,15-12-2021,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC000165,10-06-2021,Maharashtra,Mumbai,West,DDoS,Cloud Server,Telecom,High,3437,150.84,1184461,130,External,Successful,Firewall Rules,Open,68,10-06-2021,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000166,06-11-2024,Gujarat,Ahmedabad,West,DDoS,Web App,IT,High,1402,89.92,2671841,214,Internal,Successful,Firewall Rules,Closed,70,06-11-2024,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000167,04-05-2022,Telangana,Hyderabad,South,Data Breach,Cloud Server,Retail,High,2887,138.68,3238712,188,External,Under Investigation,Encryption,Closed,71,04-05-2022,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC000168,07-06-2024,Karnataka,Bengaluru,South,DDoS,Database,IT,High,768,49.48,2170769,96,Internal,Under Investigation,Firewall Rules,Closed,62,07-06-2024,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC000169,02-10-2022,West Bengal,Kolkata,East,DDoS,Email Server,Manufacturing,High,4145,51.51,100614,145,External,Under Investigation,Firewall Rules,Escalated,72,02-10-2022,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC000170,14-09-2020,Andhra Pradesh,Visakhapatnam,South,Zero-Day Exploit,API,Government,Critical,4454,213.04,9131401,446,External,Successful,Emergency Patch,Escalated,98,14-09-2020,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC000171,05-08-2024,Gujarat,Ahmedabad,West,SQL Injection,Email Server,Healthcare,High,902,17.49,2635506,112,External,Successful,Patch Management,Open,61,05-08-2024,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000172,08-01-2021,Maharashtra,Pune,West,Insider Threat,Cloud Server,Manufacturing,High,1092,234.22,2210343,122,Internal,Under Investigation,Access Revocation,Closed,68,08-01-2021,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC000173,23-05-2021,Gujarat,Surat,West,Data Breach,Email Server,Government,Critical,1498,73.22,16057252,600,External,Under Investigation,Encryption,Escalated,81,23-05-2021,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000174,30-03-2024,Gujarat,Surat,West,Ransomware,Database,Retail,Critical,331,138.31,7718129,460,Internal,Successful,Emergency Patch,Escalated,100,30-03-2024,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000175,09-04-2024,Tamil Nadu,Coimbatore,South,Insider Threat,Web App,Banking,High,2012,170.43,2463977,90,Internal,Successful,Access Revocation,Open,79,09-04-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC000176,29-07-2021,Uttar Pradesh,Lucknow,North,Data Breach,Email Server,Retail,High,3635,232.59,3913687,190,External,Successful,Encryption,Escalated,74,29-07-2021,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC000177,05-04-2025,Gujarat,Surat,West,Ransomware,Cloud Server,IT,Critical,1943,136.21,17782936,336,Internal,Successful,Backup Recovery,Open,96,05-04-2025,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC000178,10-06-2020,Telangana,Warangal,South,Ransomware,API,Manufacturing,Critical,1958,158.51,15678789,399,Internal,Successful,Backup Recovery,Open,87,10-06-2020,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
